cover_depth_mm,wc_ratio,co2_concentration_percent,chloride_concentration_percent,diffusion_coefficient,temperature_celsius,relative_humidity_percent,oxygen_supply,electrical_resistance,service_life_years
43.708610696262625,0.6827500072434707,0.06659969709057026,0.7183901810364439,1.6445845403801217e-07,6.239780813448106,43.48501673009197,8.795585311974417,124.21185223120968,54.22229749387928
11.85260448662222,0.689468448256698,0.07162213204002109,0.25480693281393135,1.9000671753502963e-07,7.336180394137353,58.254534577572265,5.72280788469014,92.069553542002,42.49589547143945
65.06676052501416,0.3988228512282146,0.04460723242676091,0.43963421195243,4.615092843748656e-07,31.407038455720546,51.98042692950158,5.628109945722504,122.55876808378807,19.557808262050752
64.67903667112945,0.409683443290552,0.03325257964926397,1.1386626447039998,9.659757127438137e-07,32.33589392465844,58.27682615040224,1.8790490260574548,140.0042750373098,53.9033918239175
20.983441136030095,0.5233119185389445,0.03171942605576092,1.0911844824945385,2.6619218178401677e-07,26.50089137415928,58.70266456536466,5.680612190600297,113.87495307522313,21.039767132738408
97.26261649881027,0.62129648817639,0.07697494707820945,1.0737928205131786,6.019209790229744e-07,36.87496940092467,45.30955012311517,2.763845761772307,18.59318489300223,8.390537982017534
44.98095607205338,0.4449721611208636,0.07143687545759647,0.42810399203230715,2.8812516459050696e-07,21.70784332632994,48.45545349848576,8.219772826786357,24.164622299156456,7.708547104625383
79.50202923669917,0.4195504885369603,0.030276105856180117,0.978553714145801,7.097887704091409e-07,29.160286721639494,86.27622080115674,1.6664018656068134,78.1084884234118,7.30335531485134
87.67930832880342,0.5681543443896453,0.046544901242632455,0.07627002034322836,3.178724984985056e-07,13.007332881069882,83.77637070028385,6.738017242196918,178.57042108950205,15.772721553408987
20.763482134447152,0.5996356755280482,0.06803925243084488,0.6735326370833955,7.732575081550154e-07,19.75182385457563,71.36396976291965,4.847869165226946,14.829634081378085,2.265290355622588
12.828626711806082,0.5727436439423231,0.04571779905381633,0.6102848293976433,9.084908091868321e-07,9.971689165954999,64.62297538213778,7.799960246887438,53.47165144340827,9.353652557454641
36.077630762239124,0.4064274505389015,0.07648488261712866,0.9697444554773003,6.370697189453193e-07,34.85842360750871,88.22032461394687,2.6791305299743224,179.58620971309577,7.57150266961248
82.66961396476563,0.6636319549732226,0.04590017374859319,0.1320623094332121,2.356558109165223e-07,17.08431154505025,89.08088595534959,8.74657524930709,11.320904800926234,5.7194533825997445
47.56699028339011,0.42773773366475554,0.035993268366684136,0.40513820568435355,9.43480606873394e-07,12.92811728083021,71.12743730460197,7.3271706300566,79.08962445206586,8.691771179564622
96.62025654479001,0.4381238035388774,0.05486242529461927,0.3610539717801236,2.9199208943369296e-07,1.4754778941813118,76.57386003879381,5.524111209059753,19.780962737497976,5.558219537754234
91.74392973699884,0.43384666173344033,0.037244743604561155,0.5873433123330756,9.857939495694947e-07,9.682210860460017,80.32813284435272,7.854576537958458,55.15113335855594,4.348541753713313
43.10048194473279,0.5713070407077527,0.06167648553804474,0.6429296208897102,9.938687235386423e-08,33.41209982356952,59.24680389830415,2.678666593598688,17.747276895405143,8.121091788093908
70.98079256580542,0.35580574012474964,0.05560465291496405,0.27179493023752554,6.487210625053554e-07,6.974657160199658,81.45626428614796,4.480618116704837,187.97869785997955,21.64377266444139
40.695971594523265,0.38971573243420615,0.07623468091392814,1.052807224057177,2.653622114380041e-07,26.39936184136716,89.03333201207295,5.996807304395161,110.63360988764123,3.1153955773140836
18.379249102530927,0.6640255152836643,0.07502090285816652,0.7597217487279215,3.456394931382137e-07,13.968382984506436,83.55734073221436,9.073992339573193,178.54642061037228,7.709568436874485
67.78284815388591,0.3794489877482671,0.03808143570473069,1.078265026232495,6.103647690629941e-07,0.3678820646651859,46.08829257196193,6.971515921972502,10.96170093078155,13.974733955780824
59.38604104299275,0.5921633191924426,0.06259806297513003,0.2691231713526717,7.150574291340605e-07,9.489963499872003,59.52398188955606,7.718422646062217,133.4302508189708,44.386899840416085
69.18516030703091,0.548908011167415,0.03468373839140462,0.4412589636713202,2.725503440049082e-07,9.759585735163343,98.38063328514673,4.537879522000844,179.48884548365152,26.35523263056155
81.53301731874836,0.5259229825868172,0.058845194231317954,0.5910212325826366,2.0329055792006407e-07,28.898084610460213,56.846341746451344,1.2188436978830846,132.63973622236188,79.82233533585188
94.64127259176229,0.6838750019509056,0.07574321951102242,0.44419044030653326,2.5302050363578755e-08,37.132742503509014,65.69104889903886,9.699893371393026,193.08779564695803,8.958046295120736
36.50040028626271,0.4847842050106738,0.07255683357584285,0.3803064061875332,1.7779781921923158e-07,22.272050498334007,96.16928644964686,7.264268170074757,118.31162231697934,5.351309688228377
65.35065040292528,0.6965188475364921,0.0370042007618262,0.621995582836484,8.78599341208676e-07,29.630744710168177,81.82094445971609,7.322356755883983,78.30331873175348,2.079543254177705
82.84250399306623,0.6335396881377132,0.07335361592900519,1.0958886630677656,5.162289748723284e-07,20.060651787487984,87.89771073800651,6.849675376999887,143.37370667896363,5.4063897142003565
90.10048076358096,0.4682983048980375,0.0487791476319972,0.11277832780904279,5.824973395862122e-07,1.4376909518696834,67.9358810879476,5.883801712368189,64.44283790437404,21.37922086297134
12.745022494514448,0.363071866062225,0.0711300280329829,0.4322287696935155,1.3578990752536595e-07,20.889730402192175,86.19961318591665,2.9423892474715885,128.34919040561005,9.66134114086097
14.651354905174692,0.5359741210488518,0.05703175608050533,0.7649158817978479,7.28830420385435e-07,39.03408317850138,70.97802089807172,3.9066082564712135,161.0853770060537,7.473025168751416
49.507427863507246,0.37745973346979306,0.03126753717077287,1.15517809761351,8.376203193070838e-07,27.83896824374792,64.53717666485619,2.559648880637612,39.72303810750635,9.575937084680572
59.43039982355084,0.6001085729450217,0.06300986883588656,0.3359206763351314,9.553166278565621e-07,29.51587666783074,73.26124315068404,6.5054867161091705,89.72401186128009,3.8276147683759594
42.03754107861354,0.6152461386625292,0.030719674431487792,0.13928716860829948,5.554261560153522e-08,1.6291520927588055,91.32763504066043,7.332920734420213,100.09302752659178,15.733016575349918
54.24542876051491,0.515715119773198,0.03866009349550076,0.5206219790855676,4.045196870533997e-07,24.63400392208866,78.10561905205863,1.4077360879484007,81.17639677902953,16.297565419724865
55.28226327220789,0.6497714444159128,0.06293468158094725,0.19552131249771562,7.986305992642555e-08,25.696771128252625,41.59067863249731,6.2719802314611695,188.64374587074195,49.95044571846028
44.935293358586975,0.5751508764548235,0.052912644524575836,0.6547401471791219,9.4205016068876e-07,15.44410551203097,97.67143382943485,9.148155777604574,47.200315609966324,2.8595036461050793
19.070020123968398,0.35637763897804237,0.03472214803779642,0.8196081280996282,8.04767619756267e-08,12.759025211750451,90.69251865816727,1.209447421622433,164.7490116918978,50.26670114917905
20.634834485949064,0.5938580078774527,0.0614471423389942,1.0529664162324635,7.37720333365847e-07,32.13923721539394,56.922074354278394,2.5969558940175053,152.61680281176308,48.64577358592478
99.1454627800606,0.49441618691899925,0.04860090428963916,0.9316955528903962,3.473955048504877e-07,37.23029302414259,91.5047651105807,4.860946246375165,152.6655028803845,4.850446347318269
19.281148195233936,0.6658935173378483,0.05526261862239286,0.9917489593292899,3.268491050203057e-07,35.82092913984802,63.35210072404979,1.0975388633226852,182.0225755196601,52.9480012129897
38.73822738313734,0.6825216884677816,0.0775303573468778,0.6881254657479433,6.355188400481013e-07,17.93782087913279,57.592646301883875,3.957980908329244,137.77850665463728,56.00142589611819
81.24211393532637,0.6263663499780938,0.034560305152434516,0.5933043656430977,6.698317241647784e-08,21.98115529294942,66.49183008240263,8.989337644824698,76.67385238489496,5.790920265920492
22.869251384755227,0.6165287211011152,0.06091090316581305,0.12134721134734829,9.326573805384746e-08,28.038765258364798,44.365780381851614,8.396740533613206,144.18602315973428,22.08224735287463
17.635394267667273,0.6953238524754113,0.048713539787806015,0.4447705764802691,8.146715715849276e-07,37.88994309535435,99.16006382937226,7.780403667330475,81.489321250874,1.9026582995825454
79.94322243346932,0.5454414874075317,0.051211100462348814,1.087625262113683,1.2008550748308983e-07,19.705004171634364,40.68121868604514,5.217945777947136,20.697622379549095,12.06797120108747
20.577362209939437,0.5772236057406221,0.06730224396327117,0.7000425181165916,9.625508229897966e-07,14.994823180948163,57.14272517691164,8.817392153705143,52.483209318696,15.05779431934263
11.09390272208347,0.6894575893476735,0.032157995597528806,1.0693717364376853,5.324240979954369e-07,39.718591844772014,44.42779388412393,5.984688559611887,194.1674817676288,23.95341956599117
66.64587743217362,0.593512041144616,0.052727053238388666,0.7530696961008762,5.884711688038693e-07,36.04632041963956,42.72678282048747,3.528668706330073,190.57818197454617,49.19072140464106
51.009107750714165,0.5670464092305378,0.04386905914905663,0.22574539166851357,4.6906142089058236e-07,14.134089121042113,75.01936671105233,1.6996117326848634,195.13501345657164,56.135258441271645
72.83455426177707,0.5376337282204421,0.04547638081431639,0.9765540236483383,6.878838608283405e-07,6.504677573795652,94.65563106963054,8.402835186308522,190.46198352546557,16.294991656950728
65.20736763422109,0.49638506270171656,0.07663642416770067,1.03927666740049,5.4766483405127515e-08,1.0546789798900802,62.58780201268297,8.294979977036496,197.58246456983946,49.528317817421176
63.47176438169216,0.4833117998208575,0.07849571989073016,1.0105427077628504,8.399454176640265e-07,18.74772639179881,64.8891701402599,3.4606636473763563,20.71134436367615,7.615912181133305
83.16109082170698,0.6999011856501456,0.07983184185369527,0.666518046723153,7.712975410287054e-07,37.79062919529712,90.97884344064468,3.226132915688779,95.60338570891777,3.888341132677086
95.86459245328501,0.562161122057808,0.041432140275173134,0.806040821287028,6.219469580533169e-07,14.326508721313619,46.81345553197774,7.044158760335196,108.85846317172073,39.83947254208033
56.814715100079404,0.648263525111489,0.05759534193872427,0.6731255658424635,8.778870666317616e-07,16.139314648495883,48.04091370703844,1.2590440868200508,153.4760785779876,152.4308011522104
73.36717912893012,0.4245374565281187,0.03681857377933849,0.017453598801458314,3.5708168321853104e-07,23.596707474185322,63.53464270598394,4.937274298213562,181.7901519538122,30.581776381417857
56.25905402438297,0.6242785544594001,0.04982713911606351,0.7465040402734482,8.637400716592778e-07,37.98082494630569,48.82440885574228,9.339288626453449,103.50209568511225,8.515360839078213
51.322218061443515,0.6930114013499169,0.054630904699643476,0.39450193234500985,6.370668457735586e-07,9.605824751127724,44.551799686519836,2.159917497195843,34.32870940197677,52.72451715726981
22.49444553844691,0.574306160681125,0.03909400421995724,0.4148007399886358,8.978205258069518e-07,18.958465610514892,80.05346431126162,2.5508788408146685,46.534913573647444,6.2938473748435335
25.204155676494807,0.44750661866118546,0.03885052421383734,0.10644304050846673,1.294295123895948e-07,18.43115072130903,52.38002310434755,4.278428749432679,105.6492814624228,46.03375517667634
13.538092585698905,0.6297936396181649,0.06139501947454539,0.09811083833864628,8.748428378657095e-07,36.83489602127253,43.66467759129183,3.4918988333248335,163.17824316068166,40.42487936483418
26.60689174207396,0.4232722631678486,0.048523605139569104,0.5814275822292255,6.220722238149931e-07,14.756545582790896,67.75208296798887,7.727238443203809,16.969808549213603,2.608641317932122
74.20146272960972,0.6633223931905197,0.055583872105783305,0.6385361823183787,1.1610029122637829e-07,17.896494672938186,71.9570359873014,3.1822345327125667,61.15621388038238,10.641487279015456
11.806407799995373,0.4627277079541124,0.04057240034982723,0.39299682261349755,1.2856451050105872e-07,35.6210912295958,75.61554721324292,7.111920872300407,159.94253533539427,4.027445498694277
17.82282592786813,0.5379872896364917,0.05934205590104395,0.894527369021196,4.373429507673826e-07,5.10321211182255,57.026554347923465,4.267740667587716,132.72427585300423,82.35614138014851
42.048705330806165,0.6952803370775429,0.060288740967844354,0.28467215008319335,1.107646478941997e-07,6.114365567373281,54.757463703070485,2.446132359336001,45.44773456974809,58.28217127044905
25.603623576527934,0.6638678986192488,0.03401168728308211,0.6294136674843056,4.1629285871976495e-07,39.29514467634426,46.72233413008314,4.580700391411675,194.19938232232008,31.76878253927773
83.5364863854352,0.4402659894657289,0.03854437936950329,0.8023718639093171,9.3008222923631e-07,22.270515720557192,74.29676136819398,3.5198118429425573,156.20365730646802,14.656089145356875
39.131131276381936,0.49890275351574587,0.05538051893422275,0.29089167889809625,1.236884564918115e-07,24.424801697665302,57.31783319441534,6.231143992803511,39.328915902098444,10.730100750057376
57.93304892964273,0.3681382378878494,0.04683021390969603,0.1612976123267691,7.274122076804006e-08,39.59840929559781,59.34123069848338,8.288870012691714,58.38172440511513,16.981967484289193
78.42050739007179,0.5584735592127454,0.05357880942750792,0.4942090969767222,3.553795838775654e-07,37.18116576991304,89.83716446726375,9.685242195998613,33.6164724622535,0.6605549322624161
94.45064111389341,0.413431573157981,0.033324813368338875,0.8893447791480709,5.787283820481128e-07,33.67315107033088,48.38634259757737,8.15740580673901,48.30919080907146,6.262733163280305
24.783921813789362,0.6351011520809837,0.06325986103481002,0.6276785097229431,3.652421792822675e-07,35.08802163252433,63.546706445358126,8.349394955244193,93.4356326283415,5.0007915550278135
51.64118071026458,0.45548225595744973,0.06738046900881256,0.603264468110975,2.3989056819534915e-07,35.982982930982736,63.033473282392684,5.891975750025898,182.2297010832639,13.527740287289939
20.520823663752765,0.6789412432647163,0.06138540265357089,0.40188673758850335,1.478793519367534e-07,31.761007570811838,77.20436535571082,5.801149827786894,179.83959077968194,6.469057816386931
23.650739175947606,0.45910272372844185,0.04242445699072329,0.8927355510872124,4.3197110388421584e-08,22.79558739485266,85.74752114444144,8.890890730855745,74.99553225602241,2.266701467617855
19.95685632596865,0.6462583021070814,0.03637443311659912,0.4767447486724407,7.993224121217581e-07,5.996697093950951,53.75508371395849,7.500273115537596,146.80694194375414,58.799317109681745
72.455360002039,0.5399535551716587,0.042589952945347634,0.41483519220470333,1.8978173963341143e-07,36.33802245334513,75.00350768596724,4.607662750872759,97.7811026923852,4.402983723116093
23.801626280447216,0.555180441205879,0.0552944339442233,0.7337450825215773,2.7929081982632103e-08,34.88495635776606,95.92709694901674,6.086198652302881,142.36365653660954,4.807208353115562
73.65147708820587,0.40338866501999143,0.058814418008340655,0.728058055659427,4.298893645893622e-07,29.457769424988914,96.06202088614089,9.330116616160987,95.6594805667851,2.4829118579775895
98.63570790661011,0.6436143302560768,0.03623313406016334,1.1050102591408468,8.71197398441507e-07,20.753522285042884,75.47652614469575,4.591024334831173,20.404711376185954,2.338258536859096
82.25681037382103,0.35162120805161096,0.04667495858455721,0.47780243230913194,5.420216469085437e-07,36.79422465651042,60.780759661957674,4.122578817066049,150.1252371408522,20.232548817404606
30.214434064598375,0.5083538306464427,0.03704285101898999,0.21166438380746797,5.03384095012085e-07,16.757017980181917,94.890754064086,4.261545092049698,120.31178655282825,12.741288812146987
11.178501092950027,0.5822380802058487,0.03890179834348757,1.1532843809633462,1.5717610047558184e-07,16.58496494908095,45.12098008471863,9.971868266613527,105.41705196293609,25.67500609187746
16.036882964958473,0.6124861646397122,0.04049527965477929,1.0776651473288565,2.1308824407718712e-07,7.627508826546663,42.192980070885696,5.248602505989993,117.31981531989712,66.53042782228587
79.79748550255096,0.5086510921618096,0.056219513466379004,0.5289152963258738,4.0675543026657277e-07,22.385613252328717,49.31441475584275,2.63735317445744,173.73926799256827,89.45947345305675
